"File","RelativePath","Line","Column"
"Mama.Validation.Tests.cs","lib\trends_IIR\mama\Mama.Validation.Tests.cs","87","9"
"Mgdi.Tests.cs","lib\trends_IIR\mgdi\Mgdi.Tests.cs","28","9"
"Rma.Tests.cs","lib\trends_IIR\rma\Rma.Tests.cs","108","9"
"Rma.Validation.Tests.cs","lib\trends_IIR\rma\Rma.Validation.Tests.cs","41","9"
"Rma.Validation.Tests.cs","lib\trends_IIR\rma\Rma.Validation.Tests.cs","68","9"
"T3.Validation.Tests.cs","lib\trends_IIR\t3\T3.Validation.Tests.cs","24","9"
"T3.Validation.Tests.cs","lib\trends_IIR\t3\T3.Validation.Tests.cs","45","9"
"T3.Validation.Tests.cs","lib\trends_IIR\t3\T3.Validation.Tests.cs","72","9"
"T3.Validation.Tests.cs","lib\trends_IIR\t3\T3.Validation.Tests.cs","103","9"
"T3.Validation.Tests.cs","lib\trends_IIR\t3\T3.Validation.Tests.cs","130","9"
"Vidya.Validation.Tests.cs","lib\trends_IIR\vidya\Vidya.Validation.Tests.cs","28","9"
"Vidya.Validation.Tests.cs","lib\trends_IIR\vidya\Vidya.Validation.Tests.cs","50","9"
"Adl.Tests.cs","lib\volume\adl\Adl.Tests.cs","188","9"
"Adosc.Validation.Tests.cs","lib\volume\adosc\Adosc.Validation.Tests.cs","42","9"
"Adosc.Validation.Tests.cs","lib\volume\adosc\Adosc.Validation.Tests.cs","43","9"
"Adosc.Validation.Tests.cs","lib\volume\adosc\Adosc.Validation.Tests.cs","76","9"
"Adosc.Validation.Tests.cs","lib\volume\adosc\Adosc.Validation.Tests.cs","77","9"
"Adosc.Validation.Tests.cs","lib\volume\adosc\Adosc.Validation.Tests.cs","115","9"
"Adosc.Validation.Tests.cs","lib\volume\adosc\Adosc.Validation.Tests.cs","116","9"
"Adosc.Validation.Tests.cs","lib\volume\adosc\Adosc.Validation.Tests.cs","147","9"
"Adosc.Validation.Tests.cs","lib\volume\adosc\Adosc.Validation.Tests.cs","148","9"
